Graph contains edges with negative weight.
Shortest paths lengths:
32 - 33: 17
32 - 34: 5
32 - 35: 15
32 - 36: 2
32 - 37: 17
32 - 38: 10
32 - 39: 19
32 - 40: 17
32 - 41: 14
32 - 42: 4
32 - 43: 22
32 - 44: 12
32 - 45: 10
32 - 46: 10
32 - 47: 8
32 - 48: 7
32 - 49: 20
32 - 50: 8
33 - 1: 28
33 - 2: 20
33 - 3: 12
33 - 4: 21
33 - 5: 24
33 - 6: 22
33 - 7: 21
33 - 8: 16
33 - 9: 17
33 - 10: 17
33 - 11: 17
33 - 12: 17
33 - 13: 29
33 - 14: 24
33 - 15: 16
33 - 16: 12
33 - 17: 16
33 - 18: 15
33 - 19: 21
33 - 20: 6
33 - 21: 17
33 - 22: 16
33 - 23: 19
33 - 24: 10
33 - 25: 14
33 - 26: 11
33 - 27: 18
33 - 28: 22
33 - 29: 25
33 - 30: 0
33 - 31: 11
33 - 32: 12
33 - 34: 8
33 - 35: 20
33 - 36: 14
33 - 37: 10
33 - 38: 13
33 - 39: 24
33 - 40: 13
33 - 41: 14
33 - 42: 16
33 - 43: 26
33 - 44: 21
33 - 45: 22
33 - 46: 22
33 - 47: 20
33 - 48: 13
33 - 49: 24
33 - 50: 20
34 - 1: 20
34 - 2: 12
34 - 3: 4
34 - 4: 15
34 - 5: 16
34 - 6: 16
34 - 7: 13
34 - 8: 8
34 - 9: 9
34 - 10: 9
34 - 11: 9
34 - 12: 9
34 - 13: 24
34 - 14: 22
34 - 15: 11
34 - 16: 4
34 - 17: 8
34 - 18: 7
34 - 19: 13
34 - 20: 1
34 - 21: 9
34 - 22: 8
34 - 23: 11
34 - 24: 2
34 - 25: 9
34 - 26: 3
34 - 27: 15
34 - 28: 15
34 - 29: 20
34 - 30: -5
34 - 31: 6
34 - 32: 4
34 - 33: 15
34 - 35: 12
34 - 36: 6
34 - 37: 14
34 - 38: 5
34 - 39: 16
34 - 40: 17
34 - 41: 9
34 - 42: 8
34 - 43: 21
34 - 44: 16
34 - 45: 14
34 - 46: 14
34 - 47: 12
34 - 48: 8
34 - 49: 19
34 - 50: 12
35 - 1: 21
35 - 2: 12
35 - 3: 9
35 - 4: 13
35 - 5: 18
35 - 6: 16
35 - 7: 11
35 - 8: 15
35 - 9: 15
35 - 10: 7
35 - 11: 13
35 - 12: 14
35 - 13: 21
35 - 14: 16
35 - 15: 8
35 - 16: 11
35 - 17: 5
35 - 18: 5
35 - 19: 14
35 - 20: 8
35 - 21: 7
35 - 22: 6
35 - 23: 9
35 - 24: 9
35 - 25: 6
35 - 26: 10
35 - 27: 10
35 - 28: 13
35 - 29: 19
35 - 30: 2
35 - 31: 13
35 - 32: 2
35 - 33: 13
35 - 34: 7
35 - 36: 4
35 - 37: 2
35 - 38: 8
35 - 39: 18
35 - 40: 5
35 - 41: 11
35 - 42: 6
35 - 43: 23
35 - 44: 13
35 - 45: 12
35 - 46: 12
35 - 47: 10
35 - 48: 9
35 - 49: 21
35 - 50: 10
36 - 1: 21
36 - 2: 8
36 - 3: 11
36 - 4: 18
36 - 5: 15
36 - 6: 14
36 - 7: 13
36 - 8: 17
36 - 9: 17
36 - 10: 9
36 - 11: 14
36 - 12: 16
36 - 13: 18
36 - 14: 26
36 - 15: 12
36 - 16: 13
36 - 17: 7
36 - 18: 7
36 - 19: 16
36 - 20: 10
36 - 21: 3
36 - 22: 2
36 - 23: 11
36 - 24: 11
36 - 25: 13
36 - 26: 12
36 - 27: 15
36 - 28: 9
36 - 29: 15
36 - 30: 4
36 - 31: 15
36 - 32: 4
36 - 33: 15
36 - 34: 9
36 - 35: 19
36 - 37: 17
36 - 38: 14
36 - 39: 23
36 - 40: 17
36 - 41: 13
36 - 42: 8
36 - 43: 20
36 - 44: 10
36 - 45: 10
36 - 46: 14
36 - 47: 6
36 - 48: 5
36 - 49: 18
36 - 50: 12
37 - 1: 26
37 - 2: 14
37 - 3: 10
37 - 4: 11
37 - 5: 16
37 - 6: 16
37 - 7: 15
37 - 8: 18
37 - 9: 19
37 - 10: 7
37 - 11: 17
37 - 12: 15
37 - 13: 19
37 - 14: 14
37 - 15: 6
37 - 16: 14
37 - 17: 15
37 - 18: 9
37 - 19: 19
37 - 20: 8
37 - 21: 11
37 - 22: 10
37 - 23: 13
37 - 24: 12
37 - 25: 4
37 - 26: 13
37 - 27: 8
37 - 28: 12
37 - 29: 18
37 - 30: 2
37 - 31: 13
37 - 32: 6
37 - 33: 23
37 - 34: 10
37 - 35: 18
37 - 36: 8
37 - 38: 6
37 - 39: 16
37 - 40: 3
37 - 41: 15
37 - 42: 10
37 - 43: 21
37 - 44: 11
37 - 45: 12
37 - 46: 12
37 - 47: 14
37 - 48: 11
37 - 49: 23
37 - 50: 14
38 - 1: 24
38 - 2: 16
38 - 3: 8
38 - 4: 19
38 - 5: 20
38 - 6: 18
38 - 7: 17
38 - 8: 12
38 - 9: 13
38 - 10: 13
38 - 11: 13
38 - 12: 13
38 - 13: 28
38 - 14: 23
38 - 15: 15
38 - 16: 8
38 - 17: 12
38 - 18: 11
38 - 19: 17
38 - 20: 2
38 - 21: 13
38 - 22: 12
38 - 23: 15
38 - 24: 6
38 - 25: 10
38 - 26: 7
38 - 27: 19
38 - 28: 18
38 - 29: 21
38 - 30: -4
38 - 31: 7
38 - 32: 8
38 - 33: 19
38 - 34: 4
38 - 35: 16
38 - 36: 10
38 - 37: 18
38 - 39: 20
38 - 40: 21
38 - 41: 10
38 - 42: 12
38 - 43: 22
38 - 44: 20
38 - 45: 18
38 - 46: 18
38 - 47: 16
38 - 48: 9
38 - 49: 20
38 - 50: 16
39 - 1: 29
39 - 2: 23
39 - 3: 13
39 - 4: 26
39 - 5: 27
39 - 6: 25
39 - 7: 22
39 - 8: 19
39 - 9: 20
39 - 10: 18
39 - 11: 17
39 - 12: 18
39 - 13: 33
39 - 14: 30
39 - 15: 22
39 - 16: 15
39 - 17: 19
39 - 18: 16
39 - 19: 22
39 - 20: 9
39 - 21: 18
39 - 22: 17
39 - 23: 20
39 - 24: 13
39 - 25: 17
39 - 26: 14
39 - 27: 24
39 - 28: 24
39 - 29: 28
39 - 30: 3
39 - 31: 14
39 - 32: 13
39 - 33: 26
39 - 34: 11
39 - 35: 21
39 - 36: 15
39 - 37: 23
39 - 38: 16
39 - 40: 26
39 - 41: 17
39 - 42: 10
39 - 43: 29
39 - 44: 25
39 - 45: 23
39 - 46: 23
39 - 47: 21
39 - 48: 16
39 - 49: 27
39 - 50: 14
40 - 1: 26
40 - 2: 16
40 - 3: 10
40 - 4: 16
40 - 5: 18
40 - 6: 20
40 - 7: 19
40 - 8: 15
40 - 9: 16
40 - 10: 11
40 - 11: 14
40 - 12: 15
40 - 13: 16
40 - 14: 21
40 - 15: 3
40 - 16: 11
40 - 17: 15
40 - 18: 11
40 - 19: 19
40 - 20: 5
40 - 21: 13
40 - 22: 10
40 - 23: 15
40 - 24: 9
40 - 25: 8
40 - 26: 10
40 - 27: 13
40 - 28: 19
40 - 29: 22
40 - 30: -1
40 - 31: 10
40 - 32: 8
40 - 33: 22
40 - 34: 7
40 - 35: 18
40 - 36: 10
40 - 37: 20
40 - 38: 3
40 - 39: 13
40 - 41: 13
40 - 42: 7
40 - 43: 18
40 - 44: 8
40 - 45: 16
40 - 46: 16
40 - 47: 16
40 - 48: 12
40 - 49: 20
40 - 50: 11
41 - 1: 22
41 - 2: 16
41 - 3: 6
41 - 4: 20
41 - 5: 21
41 - 6: 18
41 - 7: 15
41 - 8: 17
41 - 9: 18
41 - 10: 11
41 - 11: 10
41 - 12: 11
41 - 13: 19
41 - 14: 15
41 - 15: 17
41 - 16: 13
41 - 17: 15
41 - 18: 9
41 - 19: 15
41 - 20: 7
41 - 21: 11
41 - 22: 10
41 - 23: 13
41 - 24: 11
41 - 25: 15
41 - 26: 12
41 - 27: 17
41 - 28: 17
41 - 29: 12
41 - 30: 1
41 - 31: 12
41 - 32: 6
41 - 33: 23
41 - 34: 9
41 - 35: 14
41 - 36: 8
41 - 37: 16
41 - 38: 5
41 - 39: 10
41 - 40: 19
41 - 42: 3
41 - 43: 12
41 - 44: 14
41 - 45: 16
41 - 46: 16
41 - 47: 14
41 - 48: 9
41 - 49: 10
41 - 50: 7
42 - 1: 19
42 - 2: 13
42 - 3: 3
42 - 4: 17
42 - 5: 20
42 - 6: 15
42 - 7: 12
42 - 8: 16
42 - 9: 16
42 - 10: 8
42 - 11: 7
42 - 12: 8
42 - 13: 23
42 - 14: 27
42 - 15: 17
42 - 16: 12
42 - 17: 12
42 - 18: 6
42 - 19: 12
42 - 20: 9
42 - 21: 8
42 - 22: 7
42 - 23: 10
42 - 24: 10
42 - 25: 17
42 - 26: 10
42 - 27: 14
42 - 28: 14
42 - 29: 20
42 - 30: 3
42 - 31: 14
42 - 32: 3
42 - 33: 20
42 - 34: 8
42 - 35: 11
42 - 36: 5
42 - 37: 13
42 - 38: 13
42 - 39: 15
42 - 40: 16
42 - 41: 17
42 - 43: 25
42 - 44: 15
42 - 45: 13
42 - 46: 13
42 - 47: 11
42 - 48: 6
42 - 49: 23
42 - 50: 4
43 - 1: 24
43 - 2: 17
43 - 3: 14
43 - 4: 18
43 - 5: 14
43 - 6: 18
43 - 7: 23
43 - 8: 22
43 - 9: 18
43 - 10: 15
43 - 11: 18
43 - 12: 19
43 - 13: 12
43 - 14: 29
43 - 15: 5
43 - 16: 18
43 - 17: 19
43 - 18: 13
43 - 19: 17
43 - 20: 12
43 - 21: 15
43 - 22: 12
43 - 23: 12
43 - 24: 16
43 - 25: 20
43 - 26: 17
43 - 27: 15
43 - 28: 21
43 - 29: 12
43 - 30: 6
43 - 31: 17
43 - 32: 10
43 - 33: 27
43 - 34: 14
43 - 35: 22
43 - 36: 12
43 - 37: 24
43 - 38: 19
43 - 39: 17
43 - 40: 25
43 - 41: 14
43 - 42: 11
43 - 44: 4
43 - 45: 19
43 - 46: 14
43 - 47: 18
43 - 48: 14
43 - 49: 16
43 - 50: 15
44 - 1: 20
44 - 2: 13
44 - 3: 14
44 - 4: 18
44 - 5: 10
44 - 6: 16
44 - 7: 23
44 - 8: 18
44 - 9: 14
44 - 10: 18
44 - 11: 19
44 - 12: 19
44 - 13: 8
44 - 14: 29
44 - 15: 17
44 - 16: 14
44 - 17: 17
44 - 18: 17
44 - 19: 13
44 - 20: 8
44 - 21: 19
44 - 22: 18
44 - 23: 8
44 - 24: 12
44 - 25: 16
44 - 26: 13
44 - 27: 15
44 - 28: 19
44 - 29: 14
44 - 30: 2
44 - 31: 13
44 - 32: 14
44 - 33: 25
44 - 34: 10
44 - 35: 22
44 - 36: 16
44 - 37: 22
44 - 38: 15
44 - 39: 13
44 - 40: 21
44 - 41: 16
44 - 42: 18
44 - 43: 14
44 - 45: 15
44 - 46: 14
44 - 47: 22
44 - 48: 10
44 - 49: 12
44 - 50: 13
45 - 1: 25
45 - 2: 17
45 - 3: 9
45 - 4: 20
45 - 5: 21
45 - 6: 19
45 - 7: 18
45 - 8: 13
45 - 9: 14
45 - 10: 14
45 - 11: 14
45 - 12: 14
45 - 13: 23
45 - 14: 24
45 - 15: 10
45 - 16: 9
45 - 17: 13
45 - 18: 12
45 - 19: 18
45 - 20: 3
45 - 21: 14
45 - 22: 13
45 - 23: 16
45 - 24: 7
45 - 25: 11
45 - 26: 8
45 - 27: 20
45 - 28: 19
45 - 29: 22
45 - 30: -3
45 - 31: 8
45 - 32: 9
45 - 33: 20
45 - 34: 5
45 - 35: 17
45 - 36: 11
45 - 37: 19
45 - 38: 10
45 - 39: 20
45 - 40: 7
45 - 41: 11
45 - 42: 13
45 - 43: 23
45 - 44: 15
45 - 46: 19
45 - 47: 17
45 - 48: 10
45 - 49: 21
45 - 50: 17
46 - 1: 23
46 - 2: 7
46 - 3: 10
46 - 4: 23
46 - 5: 19
46 - 6: 4
46 - 7: 12
46 - 8: 16
46 - 9: 16
46 - 10: 8
46 - 11: 12
46 - 12: 15
46 - 13: 23
46 - 14: 30
46 - 15: 14
46 - 16: 12
46 - 17: 12
46 - 18: 6
46 - 19: 19
46 - 20: 9
46 - 21: 8
46 - 22: 7
46 - 23: 10
46 - 24: 10
46 - 25: 17
46 - 26: 11
46 - 27: 20
46 - 28: 13
46 - 29: 17
46 - 30: 3
46 - 31: 14
46 - 32: 3
46 - 33: 20
46 - 34: 8
46 - 35: 18
46 - 36: 5
46 - 37: 16
46 - 38: 12
46 - 39: 22
46 - 40: 16
46 - 41: 17
46 - 42: 7
46 - 43: 19
46 - 44: 15
46 - 45: 9
46 - 47: 8
46 - 48: 4
46 - 49: 17
46 - 50: 11
47 - 1: 15
47 - 2: 19
47 - 3: 16
47 - 4: 19
47 - 5: 18
47 - 6: 16
47 - 7: 24
47 - 8: 20
47 - 9: 21
47 - 10: 16
47 - 11: 21
47 - 12: 21
47 - 13: 16
47 - 14: 26
47 - 15: 6
47 - 16: 16
47 - 17: 20
47 - 18: 14
47 - 19: 25
47 - 20: 13
47 - 21: 16
47 - 22: 13
47 - 23: 18
47 - 24: 14
47 - 25: 21
47 - 26: 15
47 - 27: 16
47 - 28: 22
47 - 29: 9
47 - 30: 7
47 - 31: 18
47 - 32: 11
47 - 33: 27
47 - 34: 12
47 - 35: 24
47 - 36: 13
47 - 37: 26
47 - 38: 16
47 - 39: 21
47 - 40: 27
47 - 41: 11
47 - 42: 14
47 - 43: 20
47 - 44: 22
47 - 45: 21
47 - 46: 12
47 - 48: 16
47 - 49: 18
47 - 50: 18
48 - 1: 31
48 - 2: 18
48 - 3: 15
48 - 4: 26
48 - 5: 15
48 - 6: 9
48 - 7: 17
48 - 8: 18
48 - 9: 20
48 - 10: 13
48 - 11: 9
48 - 12: 20
48 - 13: 22
48 - 14: 32
48 - 15: 16
48 - 16: 14
48 - 17: 16
48 - 18: 11
48 - 19: 24
48 - 20: 12
48 - 21: 13
48 - 22: 12
48 - 23: 15
48 - 24: 13
48 - 25: 20
48 - 26: 14
48 - 27: 25
48 - 28: 9
48 - 29: 15
48 - 30: 6
48 - 31: 17
48 - 32: 8
48 - 33: 24
48 - 34: 11
48 - 35: 23
48 - 36: 10
48 - 37: 25
48 - 38: 16
48 - 39: 26
48 - 40: 13
48 - 41: 17
48 - 42: 12
48 - 43: 26
48 - 44: 20
48 - 45: 18
48 - 46: 15
48 - 47: 16
48 - 49: 24
48 - 50: 14
49 - 1: 24
49 - 2: 15
49 - 3: 9
49 - 4: 20
49 - 5: 11
49 - 6: 20
49 - 7: 18
49 - 8: 13
49 - 9: 14
49 - 10: 14
49 - 11: 14
49 - 12: 14
49 - 13: 9
49 - 14: 19
49 - 15: 7
49 - 16: 9
49 - 17: 12
49 - 18: 12
49 - 19: 17
49 - 20: 6
49 - 21: 8
49 - 22: 13
49 - 23: 12
49 - 24: 7
49 - 25: 13
49 - 26: 8
49 - 27: 17
49 - 28: 20
49 - 29: 2
49 - 30: 0
49 - 31: 11
49 - 32: 9
49 - 33: 20
49 - 34: 5
49 - 35: 17
49 - 36: 11
49 - 37: 19
49 - 38: 9
49 - 39: 10
49 - 40: 9
49 - 41: 4
49 - 42: 7
49 - 43: 2
49 - 44: 4
49 - 45: 15
49 - 46: 16
49 - 47: 11
49 - 48: 12
49 - 50: 11
50 - 1: 27
50 - 2: 17
50 - 3: 12
50 - 4: 23
50 - 5: 17
50 - 6: 11
50 - 7: 17
50 - 8: 16
50 - 9: 17
50 - 10: 5
50 - 11: 11
50 - 12: 17
50 - 13: 24
50 - 14: 27
50 - 15: 18
50 - 16: 12
50 - 17: 11
50 - 18: 11
50 - 19: 20
50 - 20: 6
50 - 21: 13
50 - 22: 12
50 - 23: 15
50 - 24: 10
50 - 25: 14
50 - 26: 11
50 - 27: 22
50 - 28: 11
50 - 29: 17
50 - 30: 0
50 - 31: 11
50 - 32: 8
50 - 33: 19
50 - 34: 8
50 - 35: 20
50 - 36: 10
50 - 37: 22
50 - 38: 13
50 - 39: 24
50 - 40: 15
50 - 41: 14
50 - 42: 11
50 - 43: 26
50 - 44: 20
50 - 45: 10
50 - 46: 10
50 - 47: 16
50 - 48: 2
50 - 49: 24
