Graph contains edges with negative weight.
Shortest paths lengths:
38 - 16: 34
38 - 17: 28
38 - 18: 39
38 - 19: 8
38 - 20: 10
38 - 21: 17
38 - 22: 29
38 - 24: 37
38 - 25: 15
38 - 26: 31
38 - 27: 25
38 - 28: 22
38 - 29: 23
38 - 31: 15
38 - 32: 16
38 - 33: 26
38 - 34: 16
38 - 35: 25
38 - 36: 31
38 - 37: 21
38 - 39: 33
38 - 40: 37
38 - 41: 25
38 - 42: 36
38 - 43: 5
38 - 44: 18
38 - 46: 32
38 - 47: 22
38 - 48: 29
38 - 50: 36
39 - 1: 27
39 - 2: 29
39 - 3: 49
39 - 4: 48
39 - 5: 35
39 - 6: 30
39 - 7: 37
39 - 8: 29
39 - 9: 30
39 - 10: 39
39 - 11: 39
39 - 12: 39
39 - 13: 24
39 - 14: 47
39 - 15: 31
39 - 16: 35
39 - 17: 18
39 - 18: 43
39 - 19: 23
39 - 20: 14
39 - 21: 29
39 - 22: 44
39 - 24: 41
39 - 25: 30
39 - 26: 37
39 - 27: 36
39 - 28: 33
39 - 29: 27
39 - 31: 30
39 - 32: 27
39 - 33: 27
39 - 34: 22
39 - 35: 29
39 - 36: 5
39 - 37: 4
39 - 38: 15
39 - 40: 34
39 - 41: 21
39 - 42: 19
39 - 43: 20
39 - 44: 33
39 - 46: 43
39 - 47: 29
39 - 48: 43
39 - 50: 26
40 - 1: 6
40 - 2: 21
40 - 3: 28
40 - 4: 28
40 - 5: 14
40 - 6: 9
40 - 7: 16
40 - 8: 15
40 - 9: 9
40 - 10: 19
40 - 11: 29
40 - 12: 19
40 - 13: 20
40 - 14: 37
40 - 15: 11
40 - 16: 14
40 - 17: 11
40 - 18: 9
40 - 19: 16
40 - 20: -6
40 - 21: 8
40 - 22: 34
40 - 24: 21
40 - 25: 23
40 - 26: 16
40 - 27: 24
40 - 28: 23
40 - 29: 7
40 - 31: 20
40 - 32: 17
40 - 33: 6
40 - 34: 1
40 - 35: 9
40 - 36: 22
40 - 37: 15
40 - 38: 8
40 - 39: 34
40 - 41: 0
40 - 42: 16
40 - 43: 8
40 - 44: 23
40 - 46: 31
40 - 47: 8
40 - 48: 23
40 - 50: 19
41 - 1: 19
41 - 2: 22
41 - 3: 41
41 - 4: 41
41 - 5: 27
41 - 6: 22
41 - 7: 16
41 - 8: 21
41 - 9: 9
41 - 10: 32
41 - 11: 32
41 - 12: 32
41 - 13: 20
41 - 14: 40
41 - 15: 20
41 - 16: 14
41 - 17: 11
41 - 18: 22
41 - 19: 16
41 - 20: 8
41 - 21: 20
41 - 22: 37
41 - 24: 35
41 - 25: 23
41 - 26: 29
41 - 27: 29
41 - 28: 25
41 - 29: 21
41 - 31: 23
41 - 32: 19
41 - 33: 6
41 - 34: 14
41 - 35: 23
41 - 36: 34
41 - 37: 28
41 - 38: 8
41 - 39: 36
41 - 40: 30
41 - 42: 29
41 - 43: 8
41 - 44: 26
41 - 46: 36
41 - 47: 14
41 - 48: 36
41 - 50: 19
42 - 1: 15
42 - 2: 17
42 - 3: 37
42 - 4: 29
42 - 5: 23
42 - 6: 18
42 - 7: 25
42 - 8: 17
42 - 9: 18
42 - 10: 20
42 - 11: 38
42 - 12: 20
42 - 13: 5
42 - 14: 42
42 - 15: 12
42 - 16: 23
42 - 17: 6
42 - 18: 24
42 - 19: 19
42 - 20: -5
42 - 21: 13
42 - 22: 39
42 - 24: 22
42 - 25: 24
42 - 26: 25
42 - 27: 24
42 - 28: 14
42 - 29: 8
42 - 31: 29
42 - 32: 8
42 - 33: 15
42 - 34: 10
42 - 35: 10
42 - 36: 27
42 - 37: 24
42 - 38: 17
42 - 39: 25
42 - 40: 15
42 - 41: 9
42 - 43: 17
42 - 44: 28
42 - 46: 31
42 - 47: 17
42 - 48: 24
42 - 50: 14
43 - 1: 47
43 - 2: 38
43 - 3: 54
43 - 4: 54
43 - 5: 41
43 - 6: 35
43 - 7: 52
43 - 8: 26
43 - 9: 14
43 - 10: 36
43 - 11: 56
43 - 12: 36
43 - 13: 41
43 - 14: 58
43 - 15: 27
43 - 16: 50
43 - 17: 39
43 - 18: 50
43 - 19: 52
43 - 20: 21
43 - 21: 29
43 - 22: 55
43 - 24: 48
43 - 25: 50
43 - 26: 42
43 - 27: 41
43 - 28: 21
43 - 29: 34
43 - 31: 47
43 - 32: 15
43 - 33: 42
43 - 34: 27
43 - 35: 36
43 - 36: 37
43 - 37: 33
43 - 38: 44
43 - 39: 32
43 - 40: 51
43 - 41: 36
43 - 42: 48
43 - 44: 44
43 - 46: 48
43 - 47: 28
43 - 48: 40
43 - 50: 47
44 - 1: 34
44 - 2: 35
44 - 3: 23
44 - 4: 42
44 - 5: 34
44 - 6: 28
44 - 7: 14
44 - 8: 23
44 - 9: 24
44 - 10: 33
44 - 11: 38
44 - 12: 33
44 - 13: 18
44 - 14: 14
44 - 15: 18
44 - 16: 34
44 - 17: 26
44 - 18: 37
44 - 19: 39
44 - 20: 8
44 - 21: 26
44 - 22: 11
44 - 24: 35
44 - 25: 37
44 - 26: 39
44 - 27: 28
44 - 28: 23
44 - 29: 21
44 - 31: 29
44 - 32: 17
44 - 33: 27
44 - 34: 20
44 - 35: 23
44 - 36: 39
44 - 37: 30
44 - 38: 35
44 - 39: 34
44 - 40: 28
44 - 41: 28
44 - 42: 44
44 - 43: 26
44 - 46: 35
44 - 47: 19
44 - 48: 37
44 - 50: 34
45 - 1: 14
45 - 2: 24
45 - 3: 36
45 - 4: 36
45 - 5: 15
45 - 6: 16
45 - 7: 21
45 - 8: 11
45 - 9: 17
45 - 10: 22
45 - 11: 30
45 - 12: 22
45 - 13: 20
45 - 14: 38
45 - 15: 6
45 - 16: 9
45 - 17: 16
45 - 18: 17
45 - 19: 24
45 - 20: 2
45 - 21: 14
45 - 22: 35
45 - 23: 10
45 - 24: 29
45 - 25: 31
45 - 26: 24
45 - 27: 27
45 - 28: 16
45 - 29: 15
45 - 30: 11
45 - 31: 21
45 - 32: 10
45 - 33: 11
45 - 34: 8
45 - 35: 17
45 - 36: 28
45 - 37: 18
45 - 38: 16
45 - 39: 27
45 - 40: 30
45 - 41: 8
45 - 42: 15
45 - 43: 13
45 - 44: 24
45 - 46: 34
45 - 47: 16
45 - 48: 26
45 - 49: 21
45 - 50: 24
46 - 1: 35
46 - 2: 35
46 - 3: 51
46 - 4: 42
46 - 5: 28
46 - 6: 22
46 - 7: 39
46 - 8: 28
46 - 9: 32
46 - 10: 33
46 - 11: 43
46 - 12: 33
46 - 13: 43
46 - 14: 51
46 - 15: 42
46 - 16: 37
46 - 17: 26
46 - 18: 45
46 - 19: 39
46 - 20: 8
46 - 21: 21
46 - 22: 48
46 - 24: 35
46 - 25: 37
46 - 26: 39
46 - 27: 38
46 - 28: 36
46 - 29: 21
46 - 31: 34
46 - 32: 30
46 - 33: 29
46 - 34: 14
46 - 35: 23
46 - 36: 35
46 - 37: 35
46 - 38: 31
46 - 39: 47
46 - 40: 53
46 - 41: 23
46 - 42: 45
46 - 43: 30
46 - 44: 37
46 - 47: 37
46 - 48: 37
46 - 50: 34
47 - 1: 39
47 - 2: 30
47 - 3: 46
47 - 4: 46
47 - 5: 33
47 - 6: 27
47 - 7: 44
47 - 8: 17
47 - 9: 5
47 - 10: 28
47 - 11: 48
47 - 12: 28
47 - 13: 44
47 - 14: 50
47 - 15: 31
47 - 16: 42
47 - 17: 31
47 - 18: 42
47 - 19: 43
47 - 20: 13
47 - 21: 20
47 - 22: 47
47 - 24: 40
47 - 25: 42
47 - 26: 34
47 - 27: 33
47 - 28: 25
47 - 29: 26
47 - 31: 39
47 - 32: 19
47 - 33: 34
47 - 34: 19
47 - 35: 28
47 - 36: 34
47 - 37: 24
47 - 38: 35
47 - 39: 36
47 - 40: 54
47 - 41: 28
47 - 42: 39
47 - 43: 29
47 - 44: 36
47 - 46: 40
47 - 48: 32
47 - 50: 39
48 - 1: 7
48 - 2: 8
48 - 3: 14
48 - 4: 14
48 - 5: 1
48 - 6: -5
48 - 7: 12
48 - 8: 1
48 - 9: 5
48 - 10: -4
48 - 11: 16
48 - 12: 6
48 - 13: 16
48 - 14: 24
48 - 15: 15
48 - 16: 10
48 - 17: -1
48 - 18: 10
48 - 19: 12
48 - 20: -19
48 - 21: -6
48 - 22: 21
48 - 24: 8
48 - 25: 10
48 - 26: 2
48 - 27: 11
48 - 28: 9
48 - 29: -6
48 - 31: 7
48 - 32: 3
48 - 33: 2
48 - 34: -13
48 - 35: -4
48 - 36: 8
48 - 37: 8
48 - 38: 4
48 - 39: 14
48 - 40: 26
48 - 41: -4
48 - 42: 17
48 - 43: 3
48 - 44: 10
48 - 46: 18
48 - 47: 9
48 - 50: 7
49 - 1: 4
49 - 2: 3
49 - 3: 16
49 - 4: 15
49 - 5: 1
49 - 6: -5
49 - 7: 1
49 - 8: -10
49 - 9: 4
49 - 10: 1
49 - 11: 16
49 - 12: 1
49 - 13: -1
49 - 14: 23
49 - 15: -15
49 - 16: -1
49 - 17: -4
49 - 18: 7
49 - 19: 9
49 - 20: -19
49 - 21: -7
49 - 22: 20
49 - 23: -11
49 - 24: 8
49 - 25: 10
49 - 26: 4
49 - 27: 6
49 - 28: -5
49 - 29: -6
49 - 31: 7
49 - 32: -11
49 - 33: -9
49 - 34: -13
49 - 35: -4
49 - 36: 7
49 - 37: -3
49 - 38: 4
49 - 39: 6
49 - 40: 9
49 - 41: -4
49 - 42: -6
49 - 43: -7
49 - 44: 9
49 - 46: 13
49 - 47: -1
49 - 48: 5
49 - 50: 4
50 - 1: 23
50 - 2: 3
50 - 3: 45
50 - 4: 39
50 - 5: 31
50 - 6: 26
50 - 7: 33
50 - 8: 32
50 - 9: 22
50 - 10: 30
50 - 11: 46
50 - 12: 30
50 - 13: 37
50 - 14: 52
50 - 15: 35
50 - 16: 31
50 - 17: 14
50 - 18: 39
50 - 19: 27
50 - 20: 5
50 - 21: 25
50 - 22: 49
50 - 24: 32
50 - 25: 34
50 - 26: 33
50 - 27: 10
50 - 28: 29
50 - 29: 18
50 - 31: 37
50 - 32: 23
50 - 33: 23
50 - 34: 18
50 - 35: 20
50 - 36: 39
50 - 37: 39
50 - 38: 25
50 - 39: 40
50 - 40: 47
50 - 41: 17
50 - 42: 33
50 - 43: 8
50 - 44: 38
50 - 46: 17
50 - 47: 25
50 - 48: 34
